masked_acct,Vintage,ChargeOffMOB,BalanceAtDefault,FICOScore,FICOScorePctAvgFICOLast30DaysBookedLoans,NewUsedIndicator,VehicleManufacturerRebate,VehicleValueBlackBook,MoodysGDPReal,FinancedAmt,CashDownPmt,CashDownPmtPctBBVehicleValue,PaymentAmt,PaymentToFinancedAmtRatio,PTILine5,BackendTotalAmt,TotalDownPmt,rate_recovery
895914385408fbf3a590b406fbed09c6,201602,9,16357.11,531,1.0186,1,1500,13075,193.71,16919,1300,0.0994,386.29,0.0228,0.0437,2000,1300,0.4833
895fdf5f75f20aa28a620467ac3630b1,201801,8,17080.5,518,0.9795,1,0,13350,912.38,17270.1699,750,0.0562,384.45,0.0223,0.1581,1520,6880,0.8545
89686ed1f1bb282f6311badbd531061f,201804,7,14316.4,497,0.9475,0,0,10650,1428.72,14316.4004,2000,0.1878,350.15,0.0245,0.1444,2000,2000,0.4979
89758fc40223a49ae62cf1e2b59f909c,201710,8,25340.15,554,1.0603,1,0,15125,698.51,25340.1504,1500,0.0992,582.29,0.023,0.1178,2895,1500,0.6214
898517498973a638532ea273565568aa,201603,18,16438.97,490,0.9497,0,0,11100,493.6,17400.25,3000,0.2703,513.21,0.0295,0.1033,795,3000,0.045
8986875505bafdb0784216435c8f4c12,201608,7,20566.67,,,0,0,17200,1601.02,20865.0391,2500,0.1453,491.31,0.0235,0.1109,2000,2500,0.7099
898f76c457295ed9b69ce4cca5114117,201511,37,9743.71,519,0.9786,0,0,9350,1358.05,12800.5498,1500,0.1604,332.92,0.026,0.1238,1802,1500,0.3597
8997162d3ef52bcc242b66f132d1bb9b,201606,16,19686.07,,,0,0,18600,862.67,21009.3496,3000,0.1613,506.18,0.0241,0.0844,695,6500,0.6584
9b95014640ec608b71bdf16caddc6c97,201501,25,11185.16,,,0,0,10725,237.76,12878.7598,3000,0.2797,370.3,0.0288,0.0749,795,3000,0.6034
9b9d6c09c54c13dabe735e8d76abb20c,201507,5,13931.91,526,0.9668,0,0,10100,232.89,13931.9102,3700,0.3663,338.49,0.0243,0.1627,2115,3700,0.4217
9babc126682c150dbf4da6c9b4cedfb7,201501,26,21986.72,493,0.9051,1,0,13975,146.68,23992.7207,1000,0.0716,523.75,0.0218,0.1045,2794,2132,0.3479
9bb34bd26521666338d6955ffc7b8a94,201504,15,15468.46,517,0.9522,0,0,11625,451.7,16045.0098,2825,0.243,356.01,0.0222,0.1493,2045,2825,0.5572
9bb94a01b4127fcfd19cb3f7ee0059ad,201602,17,19264.4,,,1,1500,11500,189.42,20038.5508,1000,0.087,489.89,0.0244,0.0958,2795,1000,0.1002
9bc93a6e0e2a0faf9d32e4e8ba88e3ce,201606,4,13897.5,587,1.123,0,0,8425,194.78,13897.5,1150,0.1365,372.88,0.0268,0.0888,795,1150,0.5831
9bd981773d510f1587c2f800544243a6,201502,31,10735.08,,,0,0,10275,342.05,15280.8799,0,0,339.36,0.0222,0.0586,2745,2500,0.7291
9be822513cd5212f50e1621d39c940fb,201510,6,22141.13,638,1.1744,1,3000,14975,846.89,22141.1309,1000,0.0668,493.19,0.0223,0.1386,799,1000,0.323
9bef9f213964994fd4ca95603c52d2e5,201604,23,11050.84,549,1.0581,0,0,9050,448,12035.9902,1000,0.1105,318.82,0.0265,0.1428,506,1000,0.0294
9bfb2027904e54aadb11f1100a36f917,201501,14,15639.83,,,0,0,9250,819.33,16206.9297,1375,0.1486,393.54,0.0243,0.082,2405,1375,0.3196
9c0077b3ee567c1be39215f08876e691,201608,12,18280,446,0.8511,0,0,15200,227.9,18280,4000,0.2632,471.84,0.0258,0.1735,895,4000,0.5865
9c0c12695beaf026d4005caa762a8725,201511,14,10967.43,,,0,0,8775,1358.05,12046.3096,3000,0.3419,280.5,0.0233,0.111,1600,3000,0.3914
9c10fe245ec799bbef04578d7d470e9c,201502,31,9260.38,,,0,0,7750,677.23,13943.5996,0,0,367.48,0.0264,0.1303,2697,1925,0.4484
9c143a06b325444d73d66e1e3f436625,201512,22,11598.12,483,0.9178,0,0,6650,189.4,12532.3496,785,0.118,342.01,0.0273,0.1841,2000,785,0.3647
9c2420e4d3e9391baf249d9e48e8337a,201504,23,11998.59,,,0,0,9425,451.7,13857.9199,1700,0.1804,336.65,0.0243,0.1735,795,1700,0.4918
9c2b37a200fa1342e83a429224acbe80,201510,17,15187.23,,,0,0,14400,231.98,15930,5000,0.3472,394.23,0.0247,0.1272,0,5000,0.5393
9c3c1208e1e52193eca8712cb54b65c3,201706,18,13595.56,555,1.0611,0,0,8850,324.87,14338.6504,1308,0.1478,390.57,0.0272,0.1318,1750,1308,0.0044
9c4a856245b40c4dfcd59d310a2ec078,201602,22,13232.23,509,0.9817,1,1250,8250,1596.74,14957.7998,1000,0.1212,343.67,0.023,0.1375,2744,1000,0.2775
9c4ed48c458efbe9bb25d6d9413b5ead,201503,26,14847.08,,,1,1500,14375,235.16,16703,1000,0.0696,367.05,0.022,0.0833,0,1000,0
9c5aa1fc3de6ffaf8f9c074bad291de9,201505,7,17002,,,0,0,14900,100.04,17002,1800,0.1208,418.26,0.0246,0.0555,0,1800,0.6148
9c64bc2452c3e94c7e25d651bdfe722c,201602,7,19079.2,505,0.974,1,1500,13400,100.82,19079.1992,500,0.0373,438.58,0.023,0.1624,795,1500,0.5314
9c6984ef7cc04b25682a87c2dd858365,201510,12,20118.24,500,0.9227,1,1500,12275,580.36,20585.0996,1000,0.0815,490.47,0.0238,0.0845,2795,1000,0.4647
9c7eeb00c26671c9c02abee01d246aaf,201601,31,8538.22,561,1.0778,0,0,6775,100.44,10296.4502,700,0.1033,288.92,0.0281,0.1684,2640,700,0.1094
9c86026d0389ce1c762ac6310396deb3,201701,9,16676.02,486,0.934,0,0,13825,1610.46,17019.6191,0,0,389.79,0.0229,0.1265,2000,1600,0.557
9c9ac89f5b958afc89487c47be320275,201509,20,14744.79,519,0.9503,0,0,10900,578.73,15491.2305,3000,0.2752,398.13,0.0257,0.2043,725,3000,0.5074
9ca00efe697bfa77c3df9d08273b3e0b,201712,11,25032.23,568,1.0803,0,0,21675,335.6,25751.3906,2000,0.0923,636.51,0.0247,0.1408,504,2000,0.7944
9ca121b14c3cf9eff96c8abe9c530ce7,201510,17,16603.66,,,1,1250,,231.98,17533.9004,1500,,399.9,0.0228,0.1172,795,1500,0.0574
9ca4b0093994d2753d1fa73644a89f34,201501,32,16242.25,535,0.9879,1,1500,12925,195.69,20937,1000,0.0774,459.29,0.0219,0.1375,2000,-2499,0.5271
9cabb4dc958be1a0a9f6e71c6f4cf704,201505,32,19371.01,,,1,1000,12550,300.61,20397.2695,1000,0.0797,536.02,0.0263,0.1307,795,1117,0.0215
9cae5d68cc647de03d09c1dc6afd475b,201505,21,24361.82,460,0.8401,1,750,20175,233.31,27030.8105,500,0.0248,621.13,0.023,0.138,2795,2800,0.4813
9cbffa4904c16c31243254ef284e23a0,201505,38,19979.26,,,1,3000,16725,479.78,25873.3809,1000,0.0598,564.93,0.0218,0.1324,795,1000,0.2172
9cda2d23276493429e67bd4e5627369d,201807,3,21605.09,533,1.0119,0,0,16525,1711.94,21605.0898,1040,0.0629,528.9,0.0245,0.0696,2895,1040,0.8178
9cdef313b95b7144f3bd10e4506a6ebf,201607,22,21095,503,0.9583,0,0,22325,586.06,24343,3500,0.1568,540.83,0.0222,0.1505,800,3500,0.0262
9ce85242ec3828ff16906bfae7e36276,201608,21,19870.79,509,0.9711,1,1500,11575,473.85,21118,600,0.0518,481.65,0.0228,0.1531,2895,2100,0.3963
9cf69cc53150e70926be672b3b598d2d,201701,17,15988.61,606,1.1645,0,0,12075,276.22,17156.5,850,0.0704,386.63,0.0225,0.1098,800,850,0.6886
9cfd410b52539bd3e9f04fba684ef66f,201511,27,13845.6,505,0.9587,0,0,13925,182.16,17342.75,0,0,423.25,0.0244,0.1075,795,1675,0.1397
9d04e035dc760a8e1371c2212d558e36,201701,6,19487,524,1.0071,1,1500,9600,101.13,19487,3000,0.3125,447.3,0.023,0.1307,2000,3000,0.578
a8d5cc010e7765e1a9042f296b5abcf2,201607,18,13794.95,,,0,0,9700,1394.73,14554.5,2000,0.2062,383.27,0.0263,0.1217,2000,2000,0.5514
a8e20f65c0d6a08794136d96c4a80025,201712,10,12805.94,516,0.9761,0,0,8650,232.65,12892.5,2500,0.289,372.73,0.0289,0.1202,895,2500,0.5506
a8f542385665ebff921c8a8d08d653cb,201611,18,13539.53,549,1.0548,0,0,11200,1604.82,14657.5996,1500,0.1339,351.84,0.024,0.1384,600,1500,0.5325
a90fed5fefb459f338dec42dfa3ea10e,201608,21,21892.35,538,1.0267,0,0,18275,189.68,23309,0,0,569.92,0.0245,0.0682,2795,3000,0.3755
a9134c36bdcca48f54724f9a3e0e60b7,201607,27,13410.82,505,0.9623,0,0,10150,690.21,15620.9297,250,0.0246,383.27,0.0245,0.0974,2100,700,0.3531
a91871e8e0d0d233cbf4fdb706937d8c,201507,15,13664.53,,,0,0,10500,840.04,14742.4502,1200,0.1143,406.62,0.0276,0.1058,2027,1200,0.5434
a91c76a7f4ee26adfddb7eea40a8e45a,201603,33,12008.66,526,1.0161,1,2500,13450,179.87,15114.5898,3000,0.223,327.9,0.0217,0.1468,0,3000,0.3747
a928d9d8846b61ab97aac94c43d30382,201802,10,18616.43,504,0.9531,0,0,12950,466.97,18738.9395,2500,0.1931,432.43,0.0231,0.1297,2000,2500,0.5821
a942fa7178dc4c2801ecbe53de3c6789,201502,12,15235.14,541,0.9985,0,0,10600,820.81,15901.5,4000,0.3774,386.12,0.0243,0.0919,0,4000,0.5237
a948f93747e3aaf2c5e9a24b70c13325,201502,35,11394.07,506,0.9365,0,0,8925,342.05,14281.8799,3000,0.3361,342.93,0.024,0.1616,2750,3000,0.1294
a9539b47088a44aac47198b642cf8eba,201502,33,7669.48,,,0,0,9850,236.33,11580.2002,4000,0.4061,275.03,0.0238,0.1502,2213,5000,0.2079
a95abc752c75eda68a4cd85fce5de6f6,201804,5,34388.02,540,1.029,1,4000,29150,1691.24,34388.0195,4000,0.1372,790.11,0.023,0.1552,2895,4000,0.8171
a97525c39a2ce80e4a95cdf33f1235a8,201603,17,15207.62,541,1.0486,0,0,11575,451.7,15652.9404,2500,0.216,438.87,0.028,0.1041,0,2500,0.5566
a985055426563f280482eb5c22235985,201501,18,26777.42,,,1,2000,20650,314.69,28937.4199,4000,0.1937,681.74,0.0236,0.0885,2460,-2001.47,0.6162
a9873a5cd0ea3a93dfe36b2d6e0cfb79,201502,12,14689.95,,,0,0,11300,1365.44,15658.7002,1000,0.0885,423.93,0.0271,0.1297,150,4000,0.5743
a98f2352407caed37478b163c21f9179,201807,4,26106.09,,,0,0,27725,93.67,26106.09,0,0,590.85,0.0226,0.0954,3395,11000,1
a996132207a55b03345153f4c6d589d9,201603,30,13468.39,542,1.0493,0,0,12075,313.55,16869.5098,1000,0.0828,375.5,0.0223,0.1072,1995,1000,0.2454
a99cb0d138495eb58010aaccb1feb69f,201506,11,28706.21,543,0.9906,1,0,20075,481.84,28062.8594,1200,0.0598,593.2,0.0211,0.123,2795,1200,0.5312
a9a602101271955d694e28b5575b5720,201609,14,11855.19,543,1.0368,0,0,9375,693.53,12379.71,1770,0.1888,298.98,0.0242,0.0934,895,1770,0.6609
a9aac46815ffb37d5a00121ff114c725,201603,32,13310.26,584,1.132,0,0,10250,352.03,15256.8799,1200,0.1171,390.55,0.0256,0.1408,1940,1200,0.3263
a9b54b140faed0add7ad95a988af94e9,201506,21,15371.3,,,0,0,11225,182.14,16441,1570,0.1399,406.87,0.0247,0.0542,2000,1570,0.3593
a9c759088fa41f901a045d4fed570f96,201506,9,22005.93,539,0.984,1,1500,15975,189.83,22132.8809,1000,0.0626,541.4,0.0245,0.1571,0,1000,0.6496
a9ccdb660790991cfae3fc5bca85661a,201611,16,14817.23,519,0.9937,1,0,10350,140.59,15686.3604,2000,0.1932,367.3,0.0234,0.0627,895,2000,0.4401
a9d603c820cfa514cd5adda2e7347790,201512,27,17193.57,489,0.9284,0,0,14425,229.68,18840.7891,3000,0.208,379.99,0.0202,0.044,2795,3000,0.3447
a9de91189620054420e8897c24a6b29f,201601,22,15187.87,589,1.1235,0,0,14100,487.95,18157.75,2000,0.1418,492.84,0.0271,0.1393,795,2000,0.4801
a9f27ef783c48b57ba742bebafb10730,201702,7,14521.94,403,0.7785,1,1000,8450,90.98,14675.4502,1000,0.1183,376.6,0.0257,0.1518,2750,1000,0.7044
a9fc9afc8b36680a1a8daf7abac051eb,201606,6,16807.98,,,0,0,10325,228.59,16907,500,0.0484,366.52,0.0217,0.1466,2795,4000,0.1121
aa03a4a5654fb4a0145b288cb36ec907,201603,12,9589.02,,,0,0,6800,228.54,9755.8896,1500,0.2206,289.29,0.0297,0.1607,0,1500,0.1137
aa11dbb04d29ff5eb46ae470a54e4d4d,201512,20,17794.83,465,0.8867,0,0,14150,182.13,19513.0195,1000,0.0707,448.16,0.023,0.1068,2460,2000,0.594
aa1aefc0e62a124d9a13bdf62f62785b,201502,7,12017.03,,,0,0,5750,1596.14,12060.2197,4000,0.6957,307.47,0.0255,0.123,0,4000,0.0772
aa2e7f86bcf1d78c8e6691d90f691c22,201502,30,15250.78,,,1,500,13350,820.81,17498.6797,1000,0.0749,390.02,0.0223,0.156,795,3122.61,0.4822
aa35724e19b7b9344571ec463e55f2f9,201504,33,13143.04,,,1,1000,14500,99.67,17022.25,1000,0.069,371.59,0.0218,0.0819,795,2000,0.0326
9615982bae8b29c74d4d1dcc9c8f3962,201507,12,22559.89,,,1,0,13875,840.04,23135.1699,0,0,488.53,0.0211,0.1171,2102,2248.82,0.6042
961b72d90e995cee614663d1eba1684f,201610,22,20606,588,1.1207,1,3604,13725,587.9,21655.4707,1600,0.1166,535.98,0.0248,0.1805,3395,1600,0.6037
9621fbda70ba004af73c6c82b6acc68b,201603,29,10613.65,474,0.9176,0,0,12200,1595.01,13919.8096,5000,0.4098,355.35,0.0255,0.0711,695,5000,0.0326
962be76c023fef6a4f0f8b8ae1c57cd1,201502,15,13633.5,569,1.0523,0,0,10250,578.19,14730,2800,0.2732,339.21,0.023,0.1928,2000,3300,0.6338
962c0de128f9872a5ced678baec89d66,201501,24,16509.59,,,0,0,12525,146.68,17502,3000,0.2395,384.32,0.022,0.0829,2795,3000,0.4157
9633a80cb31139990b5d87f8a51fb8f0,201706,13,15811.56,486,0.9231,0,0,12325,690.06,16736.8809,1500,0.1217,456.52,0.0273,0.1265,2618,1500,0.5482
9640b4dc2e09883c441310aefa6feaed,201512,9,17641.76,469,0.8958,0,0,13675,684.62,17839.5508,1000,0.0731,461.91,0.0259,0.1099,2000,1500,0.6394
96506f7f362f403c73ed800fca872bea,201502,38,10931.11,,,0,0,13575,578.19,14915.29,3000,0.221,315.38,0.0211,0.083,0,3000,0.5018
965323a71f510254bbe1f752ed829645,201510,14,15874.19,,,0,0,11400,682.26,16335.0498,0,0,394.27,0.0241,0.1004,695,1700,0.4043
9658c4063051605c0da06a962c1d3d12,201711,3,17702.9,479,0.9103,1,3000,11050,1664.66,17702.9004,1500,0.1357,406.75,0.023,0.0555,2800,1500,0.7528
9659ba841edb7043a666542e52f0e8b9,201510,36,16857.24,,,1,1000,10900,311.05,19713.7305,875,0.0803,438.5,0.0222,0.0728,2506,875,0.1113
965f057dcab4fd9aea14e9e2288ac020,201609,17,18247.98,472,0.9011,1,1500,10825,292.02,19341.1699,2100,0.194,452.88,0.0234,0.1404,2895,2100,0.397
967f996d0324eeab0434c2c1a0032c2a,201701,22,18334.57,492,0.9471,0,0,15525,1398.36,20349.5801,4000,0.2576,444.09,0.0218,0.0945,2811,4000,0.2625
9683422f9f824f80a61c9ec07507f3b6,201505,20,18386.39,,,0,0,16100,833.06,20149.6699,1500,0.0932,459.92,0.0228,0.0666,2445,2500,0.5525
9686d0cacb656b09b23cd7a2d5d8aeb9,201501,33,16459.32,585,1.0747,0,0,17075,294.73,19015.8301,2000,0.1171,442.49,0.0233,0.0931,0,2000,0.2555
969001d86e8259b24b6ec66c9545f4ef,201606,8,14305,,,1,1000,10350,194.78,14305,0,0,358.33,0.025,0.1047,795,1554,0.4801
96954063f03222e5c682e707149fb7d3,201604,17,12818.5,499,0.9615,0,0,9750,744.86,13509,1340,0.1374,353.61,0.0262,0.1408,0,1340,0.3054
96ad31e41bd8207e5d1817d94dfe7275,201603,33,7547.1,476,0.9227,0,0,7550,228.54,10400.9502,7000,0.9272,269.94,0.026,0.1781,1895,7000,0.2392
96b3402269e601fd0245925f9830b049,201505,20,11149.51,532,0.9717,0,0,10325,1588.76,12027.5,400,0.0387,308.56,0.0257,0.1773,573,1500,0.6459
96bd2c3ee82e93095105d6d653d7dd03,201603,21,14167.91,,,0,0,10600,228.54,15167,2500,0.2358,364.07,0.024,0.0714,0,2500,0
96c1d0dbab8872ccbce7588dace9d77d,201511,10,18703.5,556,1.0571,0,0,15250,1358.05,19175.0391,2800,0.1836,462.99,0.0241,0.1309,200,2800,0.6649
96ca260a81b99ba657e7c4760e05344b,201507,5,15449.33,471,0.8652,0,0,11250,308.47,15449.3301,3000,0.2667,382.38,0.0248,0.0797,300,3000,0.6592
96d140511d71ccc12b5cc404977923c6,201507,9,10162.43,529,0.9727,0,0,9150,232.89,10300,1000,0.1093,297.95,0.0289,0.1598,0,3000,0.6116
96d23d397b8f2bb80ce41a477a739ac6,201502,25,10461.92,553,1.0225,1,1000,10025,1365.44,12394.9004,3000,0.2993,268.89,0.0217,0.1467,200,3000,0.4813
96db552a3ba129b42e6856bb303e941d,201512,18,11006.03,,,0,0,7300,229.68,12795,2092.5,0.2866,289.27,0.0226,0.1677,2795,2092.5,0.6011
96e2073573f608fcbfd0ddd23b8552d6,201701,22,19746.88,588,1.1311,1,3000,14050,462.22,21600.4004,40,0.0028,486.82,0.0225,0.1796,1577,2040,0.3228
96e5ec5d298df7f0f06aed27fece31d6,201602,14,9357.76,504,0.9683,0,0,5825,98.62,9812.8203,1500,0.2575,283.84,0.0289,0.0977,795,1500,0.4157
96ec92046bab6a74b29713823d74f69d,201603,23,12175.12,587,1.1364,0,0,8350,179.87,13194.7002,2000,0.2395,363.91,0.0276,0.182,795,2000,0.3703
96fe128591e2bcdc0ef3e79b1855d77c,201703,18,19343.72,476,0.917,1,4000,13950,1419.58,20773.9004,2000,0.1434,523.43,0.0252,0.1716,200,2000,0.6698
9703868231b7c340db9c85f7ef8eb86f,201604,9,18280.89,454,0.8772,0,0,16500,852.9,19007.9395,8500,0.5152,401.8,0.0211,0.131,1998,8500,0.8848
9708ecf8768fca1f6452ec36261b7b4e,201606,30,7808.3,596,1.1422,0,0,7100,453.58,10897.29,1500,0.2113,294.8,0.0271,0.1578,1520,1500,0.4739
970ccac4f45ad475caa7c14651ecac40,201501,37,15859.66,,,0,0,13700,741.66,18649.5801,1550,0.1131,436.63,0.0234,0.0682,3294,1550,0.4765
9711f264e5b36b74ed30801844675205,201506,7,21164.58,518,0.949,1,1500,13900,743.73,21164.5801,1000,0.0719,471.1,0.0223,0.1566,795,1000,0.5422
971b358bae9a03e4459c1047ff9ea79f,201503,19,11365.77,475,0.8788,0,0,12375,738.96,12853.7002,2300,0.1859,315.33,0.0245,0.166,0,2300,0.2596
972721c95cb4ed31ea6230203ca123bc,201606,30,12165.23,,,1,1000,11175,100.58,14430,1600,0.1432,331.54,0.023,0.0998,0,1600,0.1287
9728668fc2d57eceba5fb321543c96dd,201501,11,16516.68,526,0.9672,0,0,13950,305.14,17305.6699,5000,0.3584,370.59,0.0214,0.0672,2000,8000,0.481
97334e3f041eadaffe068ba9f5df37dd,201511,17,11377.56,534,1.0172,0,0,9025,230.52,12358.1104,1500,0.1662,282.78,0.0229,0.0442,795,2000,0.5541
973e57fff673c5fbf00ad4fa110deeac,201608,18,17947.26,540,1.0277,0,0,15775,1601.02,18535.1406,0,0,425.28,0.0229,0.1301,2377,3000,0.5
97408ee3dd7c2670164808ed3ccafc4a,201603,21,10124.72,532,1.0319,0,0,7625,228.54,11509.9697,3000,0.3934,300.9,0.0261,0.1881,795,3000,0.4166
9748ec9158d279c7c2218861804ac730,201610,9,18586,504,0.9625,0,0,14150,227.63,18586,3000,0.212,456.92,0.0246,0.1559,2000,3000,0.4223
975181698962504a3285563afef3a435,201511,24,10869.79,561,1.0578,0,0,8675,303.34,12208,0,0,319.71,0.0262,0.1649,0,3180.78,0.3562
975a82c759b6ead978ba1e8367136ccd,201505,22,17797.02,542,0.9902,0,0,14575,833.06,19569.6504,750,0.0515,452.2,0.0231,0.1064,795,3750,0.5344
975dee6cc3a12306ddc1f913393851ed,201502,10,14595.37,526,0.9726,1,500,12325,236.33,14676,2500,0.2028,337.2,0.023,0.1699,0,2500,0.5889
9763271710bef10735dd9ca121732e43,201801,4,21676.84,500,0.9466,0,0,15350,204.14,21676.8398,1000,0.0651,589.91,0.0272,0.1495,2900,1000,0.6913
976bb1751f6d93374408ffa196465664,201502,46,6351.63,,,0,0,10550,436.27,12809.1396,1000,0.0948,289.84,0.0226,0.1916,2000,2000,0
97728a3c36edb808d6077cbc2af3b3ee,201509,13,15553.23,594,1.0876,0,0,12375,843.58,16184.8701,0,0,374.02,0.0231,0.0964,0,5000,0.6091
978ac537748b8ebfbb13627777935ac4,201508,26,17629.21,,,1,1000,12400,232.42,18913,2000,0.1613,420.98,0.0223,0.1195,2000,2000,0.0607
97937fd1878fa5668498f95fbb463021,201510,17,14442.44,505,0.9345,1,1250,8150,1605.39,15041,1000,0.1227,345.45,0.023,0.1063,700,1000,0.3882
979ed288d94409cd6c2f53845deaad73,201512,20,17237.21,486,0.9234,1,2500,13250,684.62,19021.9492,1000,0.0755,437,0.023,0.15,795,1000,0.3981
97a6cc6d9bada0650e69922f500f2ea9,201507,15,22719.51,,,1,0,16075,457.1,24321.1699,6000,0.3733,537.91,0.0221,0.0858,795,-23.67,0.5141
97aeb00c82bad0b6cb2453974553e373,201703,20,16794.54,542,1.046,1,1000,11025,200.34,18076,700,0.0635,424.85,0.0235,0.1619,800,1200,0.6215
97b138c93a3b9c6cffd78c6cb44b4543,201606,17,10742.01,450,0.8624,0,0,8575,1595.15,11994,0,0,281.24,0.0234,0.0563,1800,3500,0.331
97bca1e88a67c8a30ccb3545690ac5c7,201607,4,19032,466,0.8878,1,1000,10675,290,19032,785,0.0735,434.58,0.0228,0.0813,3205,785,0.6166
97c70f68a11df9d0b00fc7c53a4b653b,201603,10,8938.22,441,0.8541,0,0,8675,91.17,9209.71,4000,0.4611,259.63,0.0282,0.1249,0,4000,0.6252
97d6a0debb398388357f5ebf65f7a1d8,201701,6,18343.75,,,0,0,12175,311.84,18343.75,2000,0.1643,464.68,0.0253,0.0885,1649.73,2000,0.6577
97d903bbf47b5ec4b9afc83c90d6cc56,201601,32,8048.73,,,0,0,7625,196.27,10321,500,0.0656,275.72,0.0267,0.1047,0,2500,0.2262
97e2037a8aa87c3bdaa0dd25e215ea82,201504,15,13456.52,601,1.1021,0,0,8975,307.04,14181.6299,500,0.0557,344.52,0.0243,0.1682,2000,1540,0.5469
97e95ad21b4065a17694ff040110b039,201501,22,13499.38,514,0.9449,0,0,11400,676.13,15509,500,0.0439,350.76,0.0226,0.1408,2795,5030,0.6249
97edfcf4fbb5354439eafce914af610d,201708,6,11754.35,516,0.9852,0,0,7750,300.4,11754.3496,1500,0.1935,345.05,0.0294,0.1138,699,1500,0.457
97f46e2948a0341da415b1aa15f81225,201602,25,18838.82,532,1.0237,0,0,17675,228.68,20155.8691,4000,0.2263,460.19,0.0228,0.1769,2000,4000,0.542
97fe7dcbe8564d788a48b9c4b380ebf9,201607,15,20949.13,501,0.9541,1,4000,17225,290,21800,2100,0.1219,532.94,0.0244,0.0874,625,2100,0.4537
9806f7f84c1353639046bebee3660557,201601,21,21177.47,554,1.0644,0,0,17250,189.49,22578.2305,1500,0.087,558.74,0.0247,0.0931,2800,1500,0.4052
980f4086bf71d3b108f505ea69f44440,201610,9,15638.27,,,0,0,10375,875.94,15998.9902,1550,0.1494,349.24,0.0218,0.0902,0,1550,0
981472fd54a3b63b5ce8af17b4c97dcb,201502,22,11830.66,,,0,0,10150,187.49,13811.9297,2200,0.2167,337.55,0.0244,0.0977,1525,2200,0.0253
981989d199ab1dba2285e4b99f973e7c,201608,19,15760.25,520,0.9927,1,4000,14050,744.59,16453.5098,1000,0.0712,404.3,0.0246,0.1555,0,3000,0.5955
982298e61cf2d133938035ec306e063c,201608,27,10419.96,558,1.0633,0,0,9575,456.32,12245.4902,1500,0.1567,339.19,0.0277,0.1288,0,1500,0.2591
9839b3250658c6ecb7b1d0e60299370d,201502,7,17593.57,537,0.9943,0,0,14125,197,17650.5,3000,0.2124,392.92,0.0223,0.1423,1692,3000,0.8606
983a35e1602fcdf32b7dd5183b267730,201602,22,10749.96,473,0.9089,0,0,7925,1596.74,12503.8096,2000,0.2524,314.6,0.0252,0.119,1500,2000,0.2498
9841885614179296b4d149203f803e3c,201501,9,23853.22,526,0.9663,1,0,16925,819.33,24810.9004,9000,0.5318,517.36,0.0209,0.123,1884,9000,0.947
984834a33547e31eca22e1c4d0891209,201509,28,10532.11,498,0.9108,0,0,10350,232.08,13205.9902,3000,0.2899,360.39,0.0273,0.1835,0,4000,0.2174
9856109ef1567e65f448fd6444ccc9ba,201603,12,12372.79,560,1.0859,0,0,10000,850.44,12874.2305,1020,0.102,362.34,0.0281,0.1745,0,1020,0.5269
985b029bc370028cf63cd95b715322ff,201604,6,10434.32,,,0,0,7650,190.3,10626.2197,1000,0.1307,277.11,0.0261,0.1199,795,1000,0.6824
986b7745c7eece252e15ac0a37e39256,201602,27,13341,514,0.9856,1,1500,7450,192.3,14943,1150,0.1544,371.04,0.0248,0.153,800,1150,0.3152
987c9269a8ea0a01344cfc9796661417,201512,28,22581.11,496,0.9459,1,2500,12300,583.85,26094.7207,2500,0.2033,632.63,0.0242,0.1382,2600,-2433.58,0.346
987f68e4366b87723ad01467e29d6bf3,201603,10,19418.51,,,1,2000,13300,850.44,20156.5293,2300,0.1729,446.97,0.0222,0.1033,795,2300,0.5036
988c8cca872da7edb6cc45a4b598dd0b,201509,15,17300.36,559,1.0215,1,1750,10900,190.62,18667,0,0,412.66,0.0221,0.1012,800,1000,0.4901
9897c4464b8b13e00a0ed69f0f11a2d1,201603,10,17284.29,,,1,2500,13725,192.75,17314,2000,0.1457,365.55,0.0211,0.0721,0,2000,0.6694
98a214dc62feb08db75e6d1db234bbaa,201512,36,17258.59,526,0.999,0,0,14050,312.32,20153.7305,2000,0.1423,454.36,0.0225,0.0977,1326,2000,0.5211
98b470fc5e0d2b792937ca8d9db7dbf3,201607,8,17733.34,494,0.9424,0,0,12975,1597.84,17733.3398,1730,0.1333,434.6,0.0245,0.1636,2550,1730,0.5695
98ba7997020a556f63bb94e44c5b2ed2,201501,39,9491.16,538,0.9881,0,0,11575,1576.43,11187,1400,0.121,280.76,0.0251,0.1643,795,1400,0.2601
aa3960d70dcedf3262dfa303731f0c40,201708,11,16726.24,480,0.9126,1,2500,12300,1410.49,17024.4004,2000,0.1626,443.16,0.026,0.1699,1060,2000,0.6955
aa4d2a985022d83a873b71ac18fc47f6,201708,7,17127.54,572,1.0923,0,0,11425,484.21,17305.9102,0,0,409.77,0.0237,0.1309,2800,1500,0.6531
aa6f2932d8bc6f25825e991d3dd183ff,201603,33,15300.69,472,0.9146,1,1500,11750,313.55,19027.7305,1325,0.1128,437.24,0.023,0.1485,2700,1325,0.4898
aa73897070747473c430b915f498b3af,201504,35,18909.52,454,0.8349,1,0,21050,235.21,21407.1504,500,0.0238,470.67,0.022,0.1307,1995,10500,0.023
aa82c3cb2d16dd86a56852901b125eba,201609,17,16170.43,,,1,2950,10975,475.46,17700.9902,2825,0.2574,394.04,0.0223,0.1234,1675,2826,0.6086
